Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotFrontage_na,MasVnrArea_na,GarageYrBlt_na,RoofMatl_na,Exterior1st_na,Exterior2nd_na
146,0.8235294117647058,0.25,0.04942530403908929,0.12969944267575984,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.18181818181818182,0.6000000000000001,1.0,0.25,1.0,0.5555555555555556,0.5,0.014705882352941176,0.01639344262295082,0.0,0.0,1.0,1.0,1.0,0.03125,0.6666666666666666,1.0,1.0,0.75,0.75,0.25,0.8333333333333333,0.0,0.8333333333333333,0.0,0.4152397260273972,0.15875613747954176,1.0,1.0,1.0,1.0,0.4034686413257855,0.35786924939467313,0.0,0.5775053562058079,0.0,0.0,0.6666666666666666,0.0,0.375,0.0,0.6666666666666666,0.41666666666666663,0.0,0.0,0.2,0.4,0.018691588785046728,0.3333333333333333,0.5,0.26798307475317346,0.6666666666666666,1.0,1.0,0.0,0.07312614259597806,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2727272727272727,0.0,0.6666666666666666,0.75,11.77528972943772,0,0,0,0,0,0
1336,0.0,0.75,0.49506374709743084,0.3923334810264112,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.5454545454545454,0.6000000000000001,1.0,0.75,0.8,0.5555555555555556,0.5,0.23529411764705882,0.5409836065573771,0.0,0.0,0.7000000000000001,0.7000000000000001,0.5,0.225,0.3333333333333333,1.0,0.5,0.75,0.75,0.25,0.6666666666666666,0.12154500354358612,0.8333333333333333,0.0,0.2842465753424657,0.220949263502455,1.0,0.5,1.0,1.0,0.5240530820507558,0.0,0.0,0.48987205319099525,0.0,0.5,0.6666666666666666,0.0,0.25,0.0,0.3333333333333333,0.33333333333333337,1.0,0.3333333333333333,0.6000000000000001,0.8,0.29906542056074764,0.6666666666666666,0.5,0.44428772919605075,0.6666666666666666,1.0,1.0,0.0,0.029250457038391225,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2727272727272727,0.75,0.6666666666666666,0.75,12.031123843065632,0,0,0,0,0,0
1404,0.0,0.75,0.3136187943389772,0.4819748907818211,1.0,1.0,0.6666666666666666,0.3333333333333333,1.0,1.0,0.0,0.8181818181818182,0.8,1.0,0.75,0.8,0.7777777777777777,0.5,0.0,0.01639344262295082,0.0,0.0,1.0,1.0,1.0,0.0525,0.6666666666666666,1.0,1.0,0.75,0.75,1.0,1.0,0.1645995747696669,0.8333333333333333,0.0,0.23801369863013697,0.24304418985270052,1.0,1.0,1.0,1.0,0.5592437766828158,0.0,0.0,0.5227674571549676,0.3333333333333333,0.0,0.6666666666666666,0.0,0.375,0.0,0.6666666666666666,0.33333333333333337,1.0,0.0,0.2,0.8,0.0,0.3333333333333333,0.75,0.5317348377997179,0.6666666666666666,1.0,1.0,0.19603267211201866,0.29250457038391225,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6363636363636364,0.25,0.6666666666666666,0.75,12.552926520261092,0,0,0,0,0,0
75,0.17647058823529413,0.25,0.38858111692291897,0.2923561140017883,1.0,1.0,0.0,0.3333333333333333,1.0,0.25,0.0,0.2272727272727273,0.6000000000000001,1.0,0.75,1.0,0.2222222222222222,0.625,0.6985294117647058,1.0,0.5,0.0,1.0,1.0,0.25,0.0,0.6666666666666666,0.6666666666666666,0.5,0.25,0.75,0.25,0.8333333333333333,0.0,0.8333333333333333,0.0,0.3595890410958904,0.1374795417348609,1.0,0.75,0.0,1.0,0.34901428442051285,0.3704600484261501,0.0,0.555295269652349,0.0,0.0,0.6666666666666666,0.0,0.375,1.0,0.3333333333333333,0.5,1.0,0.0,0.2,0.4,0.8878504672897196,0.3333333333333333,0.25,0.26727785613540195,0.6666666666666666,1.0,1.0,0.0,0.0,0.36594202898550726,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.36363636363636365,1.0,0.6666666666666666,0.75,11.584315461056901,0,0,0,0,0,0
732,0.3529411764705882,0.75,0.4611710699445053,0.39111278759585955,1.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.25,0.0,0.8636363636363636,0.6000000000000001,1.0,0.75,0.6000000000000001,0.6666666666666665,0.5,0.029411764705882353,0.0819672131147541,0.0,0.0,1.0,1.0,0.5,0.27625,0.6666666666666666,1.0,1.0,1.0,0.75,0.75,1.0,0.13926293408929838,0.8333333333333333,0.0,0.0351027397260274,0.14206219312602292,1.0,1.0,1.0,1.0,0.466567417395646,0.0,0.0,0.4361358544390517,0.3333333333333333,0.0,0.6666666666666666,0.0,0.375,0.0,0.6666666666666666,0.33333333333333337,1.0,0.3333333333333333,0.8,0.8,0.037383177570093455,1.0,0.5,0.30888575458392104,0.6666666666666666,1.0,1.0,0.18669778296382727,0.04021937842778794,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.36363636363636365,0.25,0.6666666666666666,0.75,12.141534124392603,0,0,0,0,0,0
954,0.2352941176470588,0.75,0.38858111692291897,0.4192900825032151,1.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.0,0.5,0.4090909090909091,0.6000000000000001,1.0,0.75,1.0,0.4444444444444445,0.375,0.2867647058823529,0.6557377049180328,0.0,0.0,0.6000000000000001,0.6000000000000001,0.5,0.145,0.3333333333333333,1.0,0.5,0.5,0.75,0.75,0.6666666666666666,0.09957476966690292,0.6666666666666666,0.1309362279511533,0.012414383561643835,0.12831423895253682,1.0,1.0,1.0,1.0,0.47376342831171403,0.387409200968523,0.0,0.6274228438003089,0.0,0.5,0.6666666666666666,0.5,0.5,0.0,0.3333333333333333,0.41666666666666663,0.25,0.3333333333333333,0.0,0.8,0.3644859813084112,0.6666666666666666,0.5,0.37376586741889983,0.6666666666666666,1.0,1.0,0.35589264877479576,0.34552102376599636,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.025806451612903226,0.7272727272727273,0.5,0.6666666666666666,0.75,12.05524975579559,1,0,0,0,0,0
964,0.0,0.75,0.6512607402541577,0.4337299011184057,1.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.25,0.0,0.6363636363636364,0.6000000000000001,1.0,0.75,0.8,0.8888888888888888,0.5,0.014705882352941176,0.04918032786885246,0.0,0.0,1.0,1.0,0.25,0.0,0.6666666666666666,1.0,1.0,1.0,0.75,0.25,0.8333333333333333,0.0,0.8333333333333333,0.0,0.7705479452054794,0.29459901800327337,1.0,1.0,1.0,1.0,0.6374334998745868,0.0,0.0,0.5958573053980101,0.0,0.0,0.6666666666666666,0.0,0.25,0.0,1.0,0.41666666666666663,1.0,0.0,0.2,0.8,0.018691588785046728,1.0,0.5,0.49506346967559944,0.6666666666666666,1.0,1.0,0.3360560093348891,0.24862888482632542,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.36363636363636365,0.75,0.6666666666666666,0.75,12.384218830913648,0,0,0,0,0,0
780,0.4117647058823529,0.75,0.48569261471700664,0.40941380253831183,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.4090909090909091,0.6000000000000001,1.0,0.5,0.0,0.5555555555555556,0.5,0.21323529411764705,0.49180327868852464,0.0,0.0,0.7000000000000001,0.5,0.5,0.05625,0.3333333333333333,1.0,0.5,0.75,0.75,1.0,1.0,0.17274982282069454,0.8333333333333333,0.0,0.0,0.1595744680851064,1.0,0.5,1.0,1.0,0.4165061353428521,0.0,0.0,0.38933978765778576,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.0,0.3333333333333333,0.16666666666666666,1.0,0.0,0.2,0.8,0.27102803738317754,0.3333333333333333,0.5,0.3554301833568406,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.36363636363636365,0.0,0.6666666666666666,0.75,11.813030057420567,0,0,0,0,0,0
57,0.8235294117647058,1.0,0.04942530403908929,0.13901926689659438,1.0,0.5,0.0,0.3333333333333333,1.0,0.0,0.0,0.8181818181818182,0.6000000000000001,1.0,0.25,1.0,0.7777777777777777,0.5,0.07352941176470588,0.16393442622950818,0.0,0.0,0.4,0.30000000000000004,0.5,0.28500000000000003,0.6666666666666666,1.0,1.0,0.75,0.75,0.25,1.0,0.11498936924167258,0.8333333333333333,0.0,0.13741438356164382,0.15875613747954176,1.0,1.0,1.0,1.0,0.40850674296674594,0.36610169491525424,0.0,0.5836612588519632,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.0,0.6666666666666666,0.41666666666666663,1.0,0.0,0.2,0.8,0.09345794392523364,1.0,0.5,0.3385049365303244,0.6666666666666666,1.0,1.0,0.13418903150525086,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6363636363636364,0.75,0.6666666666666666,0.0,12.058152515453552,0,0,0,0,0,0
1051,0.0,0.75,0.4611710699445053,0.3785331827823979,1.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,0.5909090909090909,0.6000000000000001,1.0,0.75,0.8,0.6666666666666665,0.5,0.0,0.01639344262295082,0.0,0.0,1.0,1.0,0.25,0.0,0.6666666666666666,1.0,1.0,0.75,0.75,0.75,0.8333333333333333,0.0,0.8333333333333333,0.0,0.5573630136986301,0.21309328968903438,1.0,1.0,1.0,1.0,0.5148645674604402,0.0,0.0,0.48128285361884693,0.0,0.0,0.6666666666666666,0.0,0.375,0.0,0.6666666666666666,0.33333333333333337,1.0,0.0,0.2,0.8,0.0,1.0,0.5,0.307475317348378,0.6666666666666666,1.0,1.0,0.0,0.04021937842778794,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6363636363636364,0.25,1.0,1.0,12.080991165908294,0,0,0,0,0,0
1374,0.0,0.75,0.38858111692291897,0.42495081915766586,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,1.0,0.6000000000000001,1.0,0.75,0.8,1.0,0.5,0.044117647058823525,0.09836065573770493,1.0,0.0,1.0,1.0,0.5,0.440625,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.2271438695960312,0.8333333333333333,0.0,0.5783390410958904,0.43093289689034375,1.0,1.0,1.0,1.0,0.7813657877004276,0.0,0.0,0.7304017013240949,0.3333333333333333,0.0,0.6666666666666666,0.5,0.25,0.0,1.0,0.5,1.0,0.6666666666666666,0.8,0.8,0.05607476635514018,0.6666666666666666,0.75,0.5669957686882934,0.6666666666666666,1.0,1.0,0.36639439906651106,0.25594149908592323,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.1818181818181818,0.25,0.6666666666666666,0.75,13.053013299269535,1,0,0,0,0,0
324,0.0,0.25,0.3136187943389772,0.2933675747141422,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.2272727272727273,0.6000000000000001,1.0,0.75,0.8,0.2222222222222222,0.875,0.375,0.03278688524590164,0.0,0.0,1.0,1.0,0.25,0.0,0.3333333333333333,0.6666666666666666,0.5,0.5,0.75,0.25,0.6666666666666666,0.04535790219702339,0.8333333333333333,0.0,0.3878424657534246,0.19018003273322423,1.0,1.0,1.0,1.0,0.4721399451133834,0.0,0.0,0.44134491758179584,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.0,0.3333333333333333,0.33333333333333337,1.0,0.0,0.2,0.8,0.47663551401869153,0.3333333333333333,0.25,0.15514809590973203,0.3333333333333333,1.0,1.0,0.1656942823803967,0.17915904936014626,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5454545454545454,0.0,0.6666666666666666,0.75,11.745425111208464,0,0,0,0,0,0
1222,0.0,0.75,0.356374729510597,0.3616558423722973,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.2727272727272727,0.2,1.0,0.75,0.8,0.4444444444444445,0.5,0.29411764705882354,0.6721311475409837,1.0,0.0,0.6000000000000001,0.6000000000000001,0.25,0.0,0.3333333333333333,1.0,0.5,0.5,0.75,0.25,0.3333333333333333,0.04429482636428066,0.6666666666666666,0.3337856173677069,0.0898972602739726,0.155810147299509,1.0,1.0,1.0,1.0,0.4874451488813354,0.0,0.0,0.45565184917157486,0.0,0.0,0.3333333333333333,0.0,0.375,0.0,0.3333333333333333,0.24999999999999997,1.0,0.3333333333333333,0.6000000000000001,0.8,0.37383177570093457,0.3333333333333333,0.25,0.22708039492242596,0.6666666666666666,1.0,1.0,0.0,0.11517367458866545,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6363636363636364,0.5,0.6666666666666666,0.75,11.805595078933049,0,0,0,0,0,0
1449,0.17647058823529413,0.75,0.44563844305834177,0.4311522458681878,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.18181818181818182,0.6000000000000001,1.0,0.75,1.0,0.3333333333333333,0.75,0.7132352941176471,0.13114754098360656,0.0,0.0,0.4,0.6000000000000001,0.25,0.0,0.3333333333333333,1.0,0.5,0.25,0.75,0.25,0.8333333333333333,0.0,0.8333333333333333,0.0,0.23972602739726026,0.0916530278232406,1.0,0.75,0.0,1.0,0.3286535459838906,0.26634382566585957,0.0,0.49303998730372767,0.0,0.0,0.3333333333333333,0.5,0.25,0.0,0.3333333333333333,0.33333333333333337,0.25,0.0,0.2,0.4,0.5327102803738317,0.3333333333333333,0.25,0.27080394922425954,0.3333333333333333,1.0,1.0,0.19603267211201866,0.043875685557586835,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.36363636363636365,0.25,0.6666666666666666,0.75,11.626254150277232,0,0,0,0,0,0
1153,0.0,0.75,0.5386599549519617,0.4667608511414305,1.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,0.7272727272727273,0.6000000000000001,1.0,0.75,0.8,0.5555555555555556,0.75,0.3676470588235294,0.04918032786885246,0.0,0.0,0.1,0.5,0.25,0.0,0.3333333333333333,1.0,1.0,0.5,0.75,0.25,0.6666666666666666,0.052445074415308296,0.5,0.3710990502035278,0.09845890410958903,0.1756137479541735,1.0,1.0,1.0,1.0,0.6397391103763055,0.0,0.0,0.5980125339216467,0.0,0.0,0.3333333333333333,0.0,0.25,0.0,1.0,0.33333333333333337,1.0,0.3333333333333333,0.8,0.8,0.46728971962616817,1.0,0.5,0.3314527503526093,0.6666666666666666,1.0,1.0,0.0,0.0,0.5072463768115942,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5454545454545454,0.0,0.6666666666666666,0.0,12.345834587905333,0,0,0,0,0,0
776,0.588235294117647,0.25,0.15590793421360116,0.24302463265820728,1.0,1.0,0.0,0.3333333333333333,1.0,0.5,0.0,0.4090909090909091,0.6000000000000001,1.0,1.0,0.8,0.5555555555555556,0.5,0.08088235294117647,0.19672131147540983,1.0,0.0,1.0,1.0,0.5,0.2,0.3333333333333333,1.0,1.0,1.0,0.75,0.25,1.0,0.1534372785258682,0.8333333333333333,0.0,0.1446917808219178,0.1970540098199673,1.0,1.0,1.0,1.0,0.48525132619754174,0.0,0.0,0.45360111717656126,0.3333333333333333,0.0,0.6666666666666666,0.0,0.25,0.0,0.3333333333333333,0.24999999999999997,1.0,0.0,0.2,0.8,0.102803738317757,1.0,0.5,0.29055007052186177,0.6666666666666666,1.0,1.0,0.0,0.4515539305301645,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4545454545454545,0.75,0.6666666666666666,0.75,11.99535161421452,0,0,0,0,0,0
